60810000;2;01/04/2014;;1;1;"38,7666";"24,0265";"30,5456";1;29;1;1;1;;0;"38,7666";"38,7666";"37,5314";"35,1106";"30,4704";"29,9095";"29,3529";"31,605";"30,4704";"29,3529";"28,8006";"29,3529";"30,4704";"31,0355";"31,0355";"33,3388";"34,5158";"32,7566";"32,1787";"29,3529";"27,709";"26,1044";"31,605";"30,4704";"29,9095";"27,709";"25,5783";"25,0566";"24,0265";"24,0265";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60810000;2;01/03/2014;;1;1;"57,7453";"21,0442";"38,5983";10;1;1;1;1;;0;"21,0442";"40,6503";"28,2526";"23,0144";"25,0566";"35,1106";"32,7566";"46,5198";"54,8456";"57,7453";"33,9252";"47,192";"52,7114";"40,6503";"31,0355";"29,3529";"27,709";"45,1873";"45,1873";"38,147";"39,3904";"46,5198";"52,7114";"46,5198";"38,7666";"37,5314";"33,9252";"31,605";"32,1787";"41,2863";"40,0183";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;2;01/02/2014;;1;1;"56,2878";"14,0";"23,0139";19;8;1;1;1;;0;"16,4939";"16,0673";"16,0673";"15,645";"14,8136";"14,8136";"14,8136";"14,0";"14,0";"14,0";"14,0";"14,0";"14,8136";"18,2438";"18,6919";"28,2526";"30,4704";"49,2323";"56,2878";"35,7096";"26,1044";"29,3529";"29,9095";"29,3529";"27,1697";"24,5393";"24,0265";"23,5182";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60810000;2;01/01/2014;;1;1;"36,92";"16,4939";"22,8507";18;10;1;1;1;;0;"22,515";"23,0144";"23,0144";"22,515";"21,5299";"19,6145";"18,2438";"17,3603";"17,3603";"16,4939";"16,4939";"16,4939";"16,9249";"18,2438";"25,0566";"29,3529";"34,5158";"36,92";"35,1106";"34,5158";"33,3388";"27,1697";"23,5182";"22,0202";"21,0442";"20,563";"20,0865";"20,0865";"20,0865";"18,2438";"16,9249";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;2;01/12/2013;;1;1;"36,92";"17,3603";"24,9487";13;6;1;1;1;;0;"28,8006";"25,0566";"23,0144";"20,0865";"18,2438";"17,3603";"18,2438";"33,3388";"32,7566";"30,4704";"30,4704";"30,4704";"36,92";"33,3388";"24,0265";"23,0144";"23,0144";"23,0144";"23,0144";"22,515";"22,515";"22,515";"22,515";"23,0144";"23,0144";"24,0265";"25,0566";"24,0265";"24,0265";"23,0144";"22,515";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;2;01/11/2013;;1;1;"47,8681";"6,2978";"21,1887";7;2;1;1;1;;0;"6,8979";"6,2978";"6,8979";"7,5191";"15,645";"41,9264";"47,8681";"25,0566";"21,0442";"18,2438";"19,6145";"22,0202";"18,2438";"14,8136";"14,8136";"14,8136";"18,2438";"17,3603";"17,3603";"18,2438";"16,4939";"17,3603";"26,1044";"29,9095";"32,7566";"31,605";"28,2526";"25,0566";"20,0865";"35,1106";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60810000;2;01/10/2013;;1;1;"12,4271";"5,1624";"7,4205";5;29;1;1;1;;0;"8,8232";"8,161";"9,1618";"10,2071";"12,4271";"9,8538";"8,4896";"8,8232";"9,1618";"8,161";"7,5191";"7,5191";"6,2978";"6,2978";"6,2978";"5,438";"6,2978";"7,2059";"7,2059";"7,2059";"7,2059";"6,5952";"5,7191";"6,8979";"6,2978";"5,7191";"5,7191";"5,438";"5,1624";"7,5191";"7,2059";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;2;01/09/2013;;1;1;"9,1618";"6,0057";"6,9056";30;14;1;1;1;;0;"8,161";"8,161";"7,8375";"7,8375";"7,5191";"7,5191";"7,5191";"7,5191";"7,2059";"6,8979";"6,2978";"6,2978";"6,2978";"6,0057";"6,0057";"6,0057";"6,0057";"6,8979";"6,5952";"6,5952";"6,5952";"6,5952";"6,5952";"6,5952";"6,2978";"6,2978";"6,0057";"6,0057";"7,8375";"9,1618";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60810000;2;01/08/2013;;1;1;"10,5652";"8,161";"9,4484";1;29;1;1;1;;0;"10,5652";"10,2071";"10,2071";"10,2071";"10,2071";"10,2071";"10,2071";"10,2071";"10,2071";"10,2071";"9,5053";"9,5053";"9,5053";"9,5053";"9,5053";"9,5053";"9,5053";"9,5053";"9,5053";"9,1618";"9,1618";"9,1618";"9,1618";"9,1618";"9,1618";"8,4896";"8,4896";"8,4896";"8,161";"8,161";"8,161";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;2;01/07/2013;;1;1;"14,8136";"10,5652";"12,5661";1;26;1;1;1;;0;"14,8136";"14,8136";"14,4045";"14,0";"14,0";"14,0";"14,0";"13,2044";"13,2044";"13,2044";"13,2044";"13,2044";"13,2044";"13,2044";"12,8134";"12,8134";"12,4271";"12,4271";"12,4271";"12,4271";"12,4271";"11,6682";"11,6682";"11,6682";"10,9281";"10,5652";"10,5652";"10,5652";"10,5652";"10,5652";"10,5652";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
